county,facility_name,reporting_month,mental_health_prevalence,mental_health_burden_daly,patients_screened,patients_treated,treatment_gap,reporting_year,reporting_quarter,treatment_rate,unmet_need
Nyamira,Nyamira Community Dispensary,2023-11-01,0.124,2878.3,106,73,0.3113,2023,Q4,0.6887,33
Nyamira,Nyamira Community Dispensary,2023-12-01,0.124,2878.3,129,65,0.4961,2023,Q4,0.5039,64
Kiambu,Kiambu County Referral Hospital,2022-01-01,0.1149,2554.3,62,22,0.6452,2022,Q1,0.3548,40
Kiambu,Kiambu County Referral Hospital,2022-02-01,0.1149,2554.3,59,24,0.5932,2022,Q1,0.4068,35
Kiambu,Kiambu County Referral Hospital,2022-03-01,0.1149,2554.3,85,43,0.4941,2022,Q1,0.5059,42
Kiambu,Kiambu County Referral Hospital,2022-04-01,0.1149,2554.3,72,22,0.6944,2022,Q2,0.3056,50
Kiambu,Kiambu County Referral Hospital,2022-05-01,0.1149,2554.3,67,35,0.4776,2022,Q2,0.5224,32
Kiambu,Kiambu County Referral Hospital,2022-06-01,0.1149,2554.3,50,19,0.62,2022,Q2,0.38,31
Kiambu,Kiambu County Referral Hospital,2022-07-01,0.1149,2554.3,72,51,0.2917,2022,Q3,0.7083,21
Kiambu,Kiambu County Referral Hospital,2022-08-01,0.1149,2554.3,39,25,0.359,2022,Q3,0.641,14
Kiambu,Kiambu County Referral Hospital,2022-09-01,0.1149,2554.3,46,16,0.6522,2022,Q3,0.3478,30
Kiambu,Kiambu County Referral Hospital,2022-10-01,0.1149,2554.3,54,21,0.6111,2022,Q4,0.3889,33
Kiambu,Kiambu County Referral Hospital,2022-11-01,0.1149,2554.3,56,27,0.5179,2022,Q4,0.4821,29
Kiambu,Kiambu County Referral Hospital,2022-12-01,0.1149,2554.3,66,20,0.697,2022,Q4,0.303,46
Kiambu,Kiambu County Referral Hospital,2023-01-01,0.1149,2554.3,56,38,0.3214,2023,Q1,0.6786,18
Kiambu,Kiambu County Referral Hospital,2023-02-01,0.1149,2554.3,62,23,0.629,2023,Q1,0.371,39
Kiambu,Kiambu County Referral Hospital,2023-03-01,0.1149,2554.3,45,24,0.4667,2023,Q1,0.5333,21
Kiambu,Kiambu County Referral Hospital,2023-04-01,0.1149,2554.3,68,20,0.7059,2023,Q2,0.2941,48
Kiambu,Kiambu County Referral Hospital,2023-05-01,0.1149,2554.3,57,25,0.5614,2023,Q2,0.4386,32
Kiambu,Kiambu County Referral Hospital,2023-06-01,0.1149,2554.3,47,29,0.383,2023,Q2,0.617,18
Kiambu,Kiambu County Referral Hospital,2023-07-01,0.1149,2554.3,60,30,0.5,2023,Q3,0.5,30
Kiambu,Kiambu County Referral Hospital,2023-08-01,0.1149,2554.3,48,36,0.25,2023,Q3,0.75,12
Kiambu,Kiambu County Referral Hospital,2023-09-01,0.1149,2554.3,62,18,0.7097,2023,Q3,0.2903,44
Kiambu,Kiambu County Referral Hospital,2023-10-01,0.1149,2554.3,39,22,0.4359,2023,Q4,0.5641,17
Kiambu,Kiambu County Referral Hospital,2023-11-01,0.1149,2554.3,50,20,0.6,2023,Q4,0.4,30
Kiambu,Kiambu County Referral Hospital,2023-12-01,0.1149,2554.3,44,23,0.4773,2023,Q4,0.5227,21
Kiambu,Kiambu Sub-County Hospital,2022-01-01,0.1149,2554.3,85,39,0.5412,2022,Q1,0.4588,46
Kiambu,Kiambu Sub-County Hospital,2022-02-01,0.1149,2554.3,80,47,0.4125,2022,Q1,0.5875,33
Kiambu,Kiambu Sub-County Hospital,2022-03-01,0.1149,2554.3,112,82,0.2679,2022,Q1,0.7321,30
Kiambu,Kiambu Sub-County Hospital,2022-04-01,0.1149,2554.3,104,51,0.5096,2022,Q2,0.4904,53
Kiambu,Kiambu Sub-County Hospital,2022-05-01,0.1149,2554.3,90,27,0.7,2022,Q2,0.3,63
Kiambu,Kiambu Sub-County Hospital,2022-06-01,0.1149,2554.3,92,57,0.3804,2022,Q2,0.6196,35
Kiambu,Kiambu Sub-County Hospital,2022-07-01,0.1149,2554.3,81,32,0.6049,2022,Q3,0.3951,49
Kiambu,Kiambu Sub-County Hospital,2022-08-01,0.1149,2554.3,72,30,0.5833,2022,Q3,0.4167,42
Kiambu,Kiambu Sub-County Hospital,2022-09-01,0.1149,2554.3,76,41,0.4605,2022,Q3,0.5395,35
Kiambu,Kiambu Sub-County Hospital,2022-10-01,0.1149,2554.3,71,32,0.5493,2022,Q4,0.4507,39
Kiambu,Kiambu Sub-County Hospital,2022-11-01,0.1149,2554.3,87,53,0.3908,2022,Q4,0.6092,34
Kiambu,Kiambu Sub-County Hospital,2022-12-01,0.1149,2554.3,85,64,0.2471,2022,Q4,0.7529,21
Kiambu,Kiambu Sub-County Hospital,2023-01-01,0.1149,2554.3,93,26,0.7204,2023,Q1,0.2796,67
Kiambu,Kiambu Sub-County Hospital,2023-02-01,0.1149,2554.3,108,73,0.3241,2023,Q1,0.6759,35
Kiambu,Kiambu Sub-County Hospital,2023-03-01,0.1149,2554.3,93,57,0.3871,2023,Q1,0.6129,36
Kiambu,Kiambu Sub-County Hospital,2023-04-01,0.1149,2554.3,98,42,0.5714,2023,Q2,0.4286,56
Kiambu,Kiambu Sub-County Hospital,2023-05-01,0.1149,2554.3,88,61,0.3068,2023,Q2,0.6932,27
Kiambu,Kiambu Sub-County Hospital,2023-06-01,0.1149,2554.3,87,43,0.5057,2023,Q2,0.4943,44
Kiambu,Kiambu Sub-County Hospital,2023-07-01,0.1149,2554.3,87,55,0.3678,2023,Q3,0.6322,32
Kiambu,Kiambu Sub-County Hospital,2023-08-01,0.1149,2554.3,83,46,0.4458,2023,Q3,0.5542,37
Kiambu,Kiambu Sub-County Hospital,2023-09-01,0.1149,2554.3,89,60,0.3258,2023,Q3,0.6742,29
Kiambu,Kiambu Sub-County Hospital,2023-10-01,0.1149,2554.3,83,27,0.6747,2023,Q4,0.3253,56
Kiambu,Kiambu Sub-County Hospital,2023-11-01,0.1149,2554.3,80,41,0.4875,2023,Q4,0.5125,39
Kiambu,Kiambu Sub-County Hospital,2023-12-01,0.1149,2554.3,101,33,0.6733,2023,Q4,0.3267,68
Kiambu,Kiambu Health Centre A,2022-01-01,0.1149,2554.3,62,23,0.629,2022,Q1,0.371,39
Kiambu,Kiambu Health Centre A,2022-02-01,0.1149,2554.3,62,46,0.2581,2022,Q1,0.7419,16
Kiambu,Kiambu Health Centre A,2022-03-01,0.1149,2554.3,70,28,0.6,2022,Q1,0.4,42
Kiambu,Kiambu Health Centre A,2022-04-01,0.1149,2554.3,60,24,0.6,2022,Q2,0.4,36
Kiambu,Kiambu Health Centre A,2022-05-01,0.1149,2554.3,54,30,0.4444,2022,Q2,0.5556,24
Kiambu,Kiambu Health Centre A,2022-06-01,0.1149,2554.3,58,37,0.3621,2022,Q2,0.6379,21
Kiambu,Kiambu Health Centre A,2022-07-01,0.1149,2554.3,73,23,0.6849,2022,Q3,0.3151,50
Kiambu,Kiambu Health Centre A,2022-08-01,0.1149,2554.3,63,27,0.5714,2022,Q3,0.4286,36
Kiambu,Kiambu Health Centre A,2022-09-01,0.1149,2554.3,60,34,0.4333,2022,Q3,0.5667,26
Kiambu,Kiambu Health Centre A,2022-10-01,0.1149,2554.3,57,30,0.4737,2022,Q4,0.5263,27
Kiambu,Kiambu Health Centre A,2022-11-01,0.1149,2554.3,58,30,0.4828,2022,Q4,0.5172,28
Kiambu,Kiambu Health Centre A,2022-12-01,0.1149,2554.3,55,30,0.4545,2022,Q4,0.5455,25
Kiambu,Kiambu Health Centre A,2023-01-01,0.1149,2554.3,64,52,0.1875,2023,Q1,0.8125,12
Kiambu,Kiambu Health Centre A,2023-02-01,0.1149,2554.3,88,27,0.6932,2023,Q1,0.3068,61
Kiambu,Kiambu Health Centre A,2023-03-01,0.1149,2554.3,55,19,0.6545,2023,Q1,0.3455,36
Kiambu,Kiambu Health Centre A,2023-04-01,0.1149,2554.3,69,41,0.4058,2023,Q2,0.5942,28
Kiambu,Kiambu Health Centre A,2023-05-01,0.1149,2554.3,60,39,0.35,2023,Q2,0.65,21
Kiambu,Kiambu Health Centre A,2023-06-01,0.1149,2554.3,64,34,0.4688,2023,Q2,0.5312,30
Kiambu,Kiambu Health Centre A,2023-07-01,0.1149,2554.3,50,18,0.64,2023,Q3,0.36,32
Kiambu,Kiambu Health Centre A,2023-08-01,0.1149,2554.3,66,26,0.6061,2023,Q3,0.3939,40
Kiambu,Kiambu Health Centre A,2023-09-01,0.1149,2554.3,61,22,0.6393,2023,Q3,0.3607,39
Kiambu,Kiambu Health Centre A,2023-10-01,0.1149,2554.3,65,23,0.6462,2023,Q4,0.3538,42
Kiambu,Kiambu Health Centre A,2023-11-01,0.1149,2554.3,55,35,0.3636,2023,Q4,0.6364,20
Kiambu,Kiambu Health Centre A,2023-12-01,0.1149,2554.3,67,33,0.5075,2023,Q4,0.4925,34
Kiambu,Kiambu Health Centre B,2022-01-01,0.1149,2554.3,66,34,0.4848,2022,Q1,0.5152,32
Kiambu,Kiambu Health Centre B,2022-02-01,0.1149,2554.3,62,19,0.6935,2022,Q1,0.3065,43
Kiambu,Kiambu Health Centre B,2022-03-01,0.1149,2554.3,66,32,0.5152,2022,Q1,0.4848,34
Kiambu,Kiambu Health Centre B,2022-04-01,0.1149,2554.3,62,36,0.4194,2022,Q2,0.5806,26
Kiambu,Kiambu Health Centre B,2022-05-01,0.1149,2554.3,65,40,0.3846,2022,Q2,0.6154,25
Kiambu,Kiambu Health Centre B,2022-06-01,0.1149,2554.3,69,22,0.6812,2022,Q2,0.3188,47
Kiambu,Kiambu Health Centre B,2022-07-01,0.1149,2554.3,51,30,0.4118,2022,Q3,0.5882,21
Kiambu,Kiambu Health Centre B,2022-08-01,0.1149,2554.3,51,29,0.4314,2022,Q3,0.5686,22
Kiambu,Kiambu Health Centre B,2022-09-01,0.1149,2554.3,66,21,0.6818,2022,Q3,0.3182,45
Kiambu,Kiambu Health Centre B,2022-10-01,0.1149,2554.3,59,38,0.3559,2022,Q4,0.6441,21
Kiambu,Kiambu Health Centre B,2022-11-01,0.1149,2554.3,52,37,0.2885,2022,Q4,0.7115,15
Kiambu,Kiambu Health Centre B,2022-12-01,0.1149,2554.3,61,40,0.3443,2022,Q4,0.6557,21
Kiambu,Kiambu Health Centre B,2023-01-01,0.1149,2554.3,83,48,0.4217,2023,Q1,0.5783,35
Kiambu,Kiambu Health Centre B,2023-02-01,0.1149,2554.3,55,25,0.5455,2023,Q1,0.4545,30
Kiambu,Kiambu Health Centre B,2023-03-01,0.1149,2554.3,68,27,0.6029,2023,Q1,0.3971,41
Kiambu,Kiambu Health Centre B,2023-04-01,0.1149,2554.3,59,38,0.3559,2023,Q2,0.6441,21
Kiambu,Kiambu Health Centre B,2023-05-01,0.1149,2554.3,64,27,0.5781,2023,Q2,0.4219,37
Kiambu,Kiambu Health Centre B,2023-06-01,0.1149,2554.3,69,26,0.6232,2023,Q2,0.3768,43
Kiambu,Kiambu Health Centre B,2023-07-01,0.1149,2554.3,70,27,0.6143,2023,Q3,0.3857,43
Kiambu,Kiambu Health Centre B,2023-08-01,0.1149,2554.3,47,22,0.5319,2023,Q3,0.4681,25
Kiambu,Kiambu Health Centre B,2023-09-01,0.1149,2554.3,55,26,0.5273,2023,Q3,0.4727,29
Kiambu,Kiambu Health Centre B,2023-10-01,0.1149,2554.3,47,22,0.5319,2023,Q4,0.4681,25
Kiambu,Kiambu Health Centre B,2023-11-01,0.1149,2554.3,67,39,0.4179,2023,Q4,0.5821,28
Kiambu,Kiambu Health Centre B,2023-12-01,0.1149,2554.3,58,44,0.2414,2023,Q4,0.7586,14
Kiambu,Kiambu Community Dispensary,2022-01-01,0.1149,2554.3,90,66,0.2667,2022,Q1,0.7333,24
Kiambu,Kiambu Community Dispensary,2022-02-01,0.1149,2554.3,97,61,0.3711,2022,Q1,0.6289,36
Kiambu,Kiambu Community Dispensary,2022-03-01,0.1149,2554.3,130,87,0.3308,2022,Q1,0.6692,43
Kiambu,Kiambu Community Dispensary,2022-04-01,0.1149,2554.3,101,41,0.5941,2022,Q2,0.4059,60
Kiambu,Kiambu Community Dispensary,2022-05-01,0.1149,2554.3,88,45,0.4886,2022,Q2,0.5114,43
Kiambu,Kiambu Community Dispensary,2022-06-01,0.1149,2554.3,93,69,0.2581,2022,Q2,0.7419,24
Kiambu,Kiambu Community Dispensary,2022-07-01,0.1149,2554.3,106,79,0.2547,2022,Q3,0.7453,27
Kiambu,Kiambu Community Dispensary,2022-08-01,0.1149,2554.3,88,48,0.4545,2022,Q3,0.5455,40
Kiambu,Kiambu Community Dispensary,2022-09-01,0.1149,2554.3,83,52,0.3735,2022,Q3,0.6265,31
Kiambu,Kiambu Community Dispensary,2022-10-01,0.1149,2554.3,61,41,0.3279,2022,Q4,0.6721,20
Kiambu,Kiambu Community Dispensary,2022-11-01,0.1149,2554.3,102,43,0.5784,2022,Q4,0.4216,59
Kiambu,Kiambu Community Dispensary,2022-12-01,0.1149,2554.3,102,28,0.7255,2022,Q4,0.2745,74
Kiambu,Kiambu Community Dispensary,2023-01-01,0.1149,2554.3,90,53,0.4111,2023,Q1,0.5889,37
Kiambu,Kiambu Community Dispensary,2023-02-01,0.1149,2554.3,103,57,0.4466,2023,Q1,0.5534,46
Kiambu,Kiambu Community Dispensary,2023-03-01,0.1149,2554.3,107,44,0.5888,2023,Q1,0.4112,63
Kiambu,Kiambu Community Dispensary,2023-04-01,0.1149,2554.3,93,40,0.5699,2023,Q2,0.4301,53
Kiambu,Kiambu Community Dispensary,2023-05-01,0.1149,2554.3,86,40,0.5349,2023,Q2,0.4651,46
Kiambu,Kiambu Community Dispensary,2023-06-01,0.1149,2554.3,104,48,0.5385,2023,Q2,0.4615,56
Kiambu,Kiambu Community Dispensary,2023-07-01,0.1149,2554.3,82,39,0.5244,2023,Q3,0.4756,43
Kiambu,Kiambu Community Dispensary,2023-08-01,0.1149,2554.3,75,38,0.4933,2023,Q3,0.5067,37
Kiambu,Kiambu Community Dispensary,2023-09-01,0.1149,2554.3,85,49,0.4235,2023,Q3,0.5765,36
Kiambu,Kiambu Community Dispensary,2023-10-01,0.1149,2554.3,116,38,0.6724,2023,Q4,0.3276,78
Kiambu,Kiambu Community Dispensary,2023-11-01,0.1149,2554.3,114,79,0.307,2023,Q4,0.693,35
Kiambu,Kiambu Community Dispensary,2023-12-01,0.1149,2554.3,114,52,0.5439,2023,Q4,0.4561,62
Murang'a,Murang'a County Referral Hospital,2022-01-01,0.112,1454.0,38,19,0.5,2022,Q1,0.5,19
Murang'a,Murang'a County Referral Hospital,2022-02-01,0.112,1454.0,51,24,0.5294,2022,Q1,0.4706,27
Murang'a,Murang'a County Referral Hospital,2022-03-01,0.112,1454.0,60,24,0.6,2022,Q1,0.4,36
Murang'a,Murang'a County Referral Hospital,2022-04-01,0.112,1454.0,44,29,0.3409,2022,Q2,0.6591,15
Murang'a,Murang'a County Referral Hospital,2022-05-01,0.112,1454.0,28,19,0.3214,2022,Q2,0.6786,9
Murang'a,Murang'a County Referral Hospital,2022-06-01,0.112,1454.0,54,24,0.5556,2022,Q2,0.4444,30
Murang'a,Murang'a County Referral Hospital,2022-07-01,0.112,1454.0,41,31,0.2439,2022,Q3,0.7561,10
Murang'a,Murang'a County Referral Hospital,2022-08-01,0.112,1454.0,48,27,0.4375,2022,Q3,0.5625,21
Murang'a,Murang'a County Referral Hospital,2022-09-01,0.112,1454.0,58,22,0.6207,2022,Q3,0.3793,36
Murang'a,Murang'a County Referral Hospital,2022-10-01,0.112,1454.0,40,17,0.575,2022,Q4,0.425,23
Murang'a,Murang'a County Referral Hospital,2022-11-01,0.112,1454.0,51,33,0.3529,2022,Q4,0.6471,18
Murang'a,Murang'a County Referral Hospital,2022-12-01,0.112,1454.0,49,17,0.6531,2022,Q4,0.3469,32
Murang'a,Murang'a County Referral Hospital,2023-01-01,0.112,1454.0,48,26,0.4583,2023,Q1,0.5417,22
Murang'a,Murang'a County Referral Hospital,2023-02-01,0.112,1454.0,62,43,0.3065,2023,Q1,0.6935,19
Murang'a,Murang'a County Referral Hospital,2023-03-01,0.112,1454.0,58,33,0.431,2023,Q1,0.569,25
Murang'a,Murang'a County Referral Hospital,2023-04-01,0.112,1454.0,56,28,0.5,2023,Q2,0.5,28
Murang'a,Murang'a County Referral Hospital,2023-05-01,0.112,1454.0,56,36,0.3571,2023,Q2,0.6429,20
Murang'a,Murang'a County Referral Hospital,2023-06-01,0.112,1454.0,47,21,0.5532,2023,Q2,0.4468,26
Murang'a,Murang'a County Referral Hospital,2023-07-01,0.112,1454.0,45,22,0.5111,2023,Q3,0.4889,23
Murang'a,Murang'a County Referral Hospital,2023-08-01,0.112,1454.0,39,26,0.3333,2023,Q3,0.6667,13
Murang'a,Murang'a County Referral Hospital,2023-09-01,0.112,1454.0,54,17,0.6852,2023,Q3,0.3148,37
Murang'a,Murang'a County Referral Hospital,2023-10-01,0.112,1454.0,43,31,0.2791,2023,Q4,0.7209,12
Murang'a,Murang'a County Referral Hospital,2023-11-01,0.112,1454.0,42,12,0.7143,2023,Q4,0.2857,30
Murang'a,Murang'a County Referral Hospital,2023-12-01,0.112,1454.0,43,24,0.4419,2023,Q4,0.5581,19
Murang'a,Murang'a Sub-County Hospital,2022-01-01,0.112,1454.0,68,30,0.5588,2022,Q1,0.4412,38
Murang'a,Murang'a Sub-County Hospital,2022-02-01,0.112,1454.0,52,31,0.4038,2022,Q1,0.5962,21
Murang'a,Murang'a Sub-County Hospital,2022-03-01,0.112,1454.0,60,36,0.4,2022,Q1,0.6,24
Murang'a,Murang'a Sub-County Hospital,2022-04-01,0.112,1454.0,62,36,0.4194,2022,Q2,0.5806,26
Murang'a,Murang'a Sub-County Hospital,2022-05-01,0.112,1454.0,51,35,0.3137,2022,Q2,0.6863,16
Murang'a,Murang'a Sub-County Hospital,2022-06-01,0.112,1454.0,43,18,0.5814,2022,Q2,0.4186,25
Murang'a,Murang'a Sub-County Hospital,2022-07-01,0.112,1454.0,54,36,0.3333,2022,Q3,0.6667,18
Murang'a,Murang'a Sub-County Hospital,2022-08-01,0.112,1454.0,48,25,0.4792,2022,Q3,0.5208,23
Murang'a,Murang'a Sub-County Hospital,2022-09-01,0.112,1454.0,73,41,0.4384,2022,Q3,0.5616,32
Murang'a,Murang'a Sub-County Hospital,2022-10-01,0.112,1454.0,37,25,0.3243,2022,Q4,0.6757,12
Murang'a,Murang'a Sub-County Hospital,2022-11-01,0.112,1454.0,61,43,0.2951,2022,Q4,0.7049,18
Murang'a,Murang'a Sub-County Hospital,2022-12-01,0.112,1454.0,47,32,0.3191,2022,Q4,0.6809,15
Murang'a,Murang'a Sub-County Hospital,2023-01-01,0.112,1454.0,53,36,0.3208,2023,Q1,0.6792,17
Murang'a,Murang'a Sub-County Hospital,2023-02-01,0.112,1454.0,72,30,0.5833,2023,Q1,0.4167,42
Murang'a,Murang'a Sub-County Hospital,2023-03-01,0.112,1454.0,58,32,0.4483,2023,Q1,0.5517,26
Murang'a,Murang'a Sub-County Hospital,2023-04-01,0.112,1454.0,64,44,0.3125,2023,Q2,0.6875,20
Murang'a,Murang'a Sub-County Hospital,2023-05-01,0.112,1454.0,59,27,0.5424,2023,Q2,0.4576,32
Murang'a,Murang'a Sub-County Hospital,2023-06-01,0.112,1454.0,58,25,0.569,2023,Q2,0.431,33
Murang'a,Murang'a Sub-County Hospital,2023-07-01,0.112,1454.0,49,20,0.5918,2023,Q3,0.4082,29
Murang'a,Murang'a Sub-County Hospital,2023-08-01,0.112,1454.0,51,32,0.3725,2023,Q3,0.6275,19
Murang'a,Murang'a Sub-County Hospital,2023-09-01,0.112,1454.0,58,30,0.4828,2023,Q3,0.5172,28
Murang'a,Murang'a Sub-County Hospital,2023-10-01,0.112,1454.0,55,38,0.3091,2023,Q4,0.6909,17
Murang'a,Murang'a Sub-County Hospital,2023-11-01,0.112,1454.0,53,38,0.283,2023,Q4,0.717,15
Murang'a,Murang'a Sub-County Hospital,2023-12-01,0.112,1454.0,47,28,0.4043,2023,Q4,0.5957,19
Murang'a,Murang'a Health Centre A,2022-01-01,0.112,1454.0,75,26,0.6533,2022,Q1,0.3467,49
Murang'a,Murang'a Health Centre A,2022-02-01,0.112,1454.0,91,36,0.6044,2022,Q1,0.3956,55
Murang'a,Murang'a Health Centre A,2022-03-01,0.112,1454.0,83,45,0.4578,2022,Q1,0.5422,38
Murang'a,Murang'a Health Centre A,2022-04-01,0.112,1454.0,65,42,0.3538,2022,Q2,0.6462,23
Murang'a,Murang'a Health Centre A,2022-05-01,0.112,1454.0,69,50,0.2754,2022,Q2,0.7246,19
Murang'a,Murang'a Health Centre A,2022-06-01,0.112,1454.0,79,29,0.6329,2022,Q2,0.3671,50
Murang'a,Murang'a Health Centre A,2022-07-01,0.112,1454.0,67,37,0.4478,2022,Q3,0.5522,30
Murang'a,Murang'a Health Centre A,2022-08-01,0.112,1454.0,68,28,0.5882,2022,Q3,0.4118,40
Murang'a,Murang'a Health Centre A,2022-09-01,0.112,1454.0,49,19,0.6122,2022,Q3,0.3878,30
Murang'a,Murang'a Health Centre A,2022-10-01,0.112,1454.0,65,24,0.6308,2022,Q4,0.3692,41
Murang'a,Murang'a Health Centre A,2022-11-01,0.112,1454.0,56,33,0.4107,2022,Q4,0.5893,23
Murang'a,Murang'a Health Centre A,2022-12-01,0.112,1454.0,75,44,0.4133,2022,Q4,0.5867,31
Murang'a,Murang'a Health Centre A,2023-01-01,0.112,1454.0,74,21,0.7162,2023,Q1,0.2838,53
Murang'a,Murang'a Health Centre A,2023-02-01,0.112,1454.0,88,39,0.5568,2023,Q1,0.4432,49
Murang'a,Murang'a Health Centre A,2023-03-01,0.112,1454.0,57,41,0.2807,2023,Q1,0.7193,16
Murang'a,Murang'a Health Centre A,2023-04-01,0.112,1454.0,82,37,0.5488,2023,Q2,0.4512,45
Murang'a,Murang'a Health Centre A,2023-05-01,0.112,1454.0,81,32,0.6049,2023,Q2,0.3951,49
Murang'a,Murang'a Health Centre A,2023-06-01,0.112,1454.0,64,40,0.375,2023,Q2,0.625,24
Murang'a,Murang'a Health Centre A,2023-07-01,0.112,1454.0,57,25,0.5614,2023,Q3,0.4386,32
Murang'a,Murang'a Health Centre A,2023-08-01,0.112,1454.0,61,20,0.6721,2023,Q3,0.3279,41
Murang'a,Murang'a Health Centre A,2023-09-01,0.112,1454.0,60,36,0.4,2023,Q3,0.6,24
Murang'a,Murang'a Health Centre A,2023-10-01,0.112,1454.0,61,42,0.3115,2023,Q4,0.6885,19
Murang'a,Murang'a Health Centre A,2023-11-01,0.112,1454.0,66,31,0.5303,2023,Q4,0.4697,35
Murang'a,Murang'a Health Centre A,2023-12-01,0.112,1454.0,57,25,0.5614,2023,Q4,0.4386,32
Murang'a,Murang'a Health Centre B,2022-01-01,0.112,1454.0,50,32,0.36,2022,Q1,0.64,18
Murang'a,Murang'a Health Centre B,2022-02-01,0.112,1454.0,56,21,0.625,2022,Q1,0.375,35
Murang'a,Murang'a Health Centre B,2022-03-01,0.112,1454.0,52,33,0.3654,2022,Q1,0.6346,19
Murang'a,Murang'a Health Centre B,2022-04-01,0.112,1454.0,49,22,0.551,2022,Q2,0.449,27
Murang'a,Murang'a Health Centre B,2022-05-01,0.112,1454.0,40,15,0.625,2022,Q2,0.375,25
Murang'a,Murang'a Health Centre B,2022-06-01,0.112,1454.0,51,23,0.549,2022,Q2,0.451,28
Murang'a,Murang'a Health Centre B,2022-07-01,0.112,1454.0,44,20,0.5455,2022,Q3,0.4545,24
Murang'a,Murang'a Health Centre B,2022-08-01,0.112,1454.0,38,11,0.7105,2022,Q3,0.2895,27
Murang'a,Murang'a Health Centre B,2022-09-01,0.112,1454.0,43,25,0.4186,2022,Q3,0.5814,18
Murang'a,Murang'a Health Centre B,2022-10-01,0.112,1454.0,41,26,0.3659,2022,Q4,0.6341,15
Murang'a,Murang'a Health Centre B,2022-11-01,0.112,1454.0,43,29,0.3256,2022,Q4,0.6744,14
Murang'a,Murang'a Health Centre B,2022-12-01,0.112,1454.0,51,25,0.5098,2022,Q4,0.4902,26
Murang'a,Murang'a Health Centre B,2023-01-01,0.112,1454.0,49,25,0.4898,2023,Q1,0.5102,24
Murang'a,Murang'a Health Centre B,2023-02-01,0.112,1454.0,50,24,0.52,2023,Q1,0.48,26
Murang'a,Murang'a Health Centre B,2023-03-01,0.112,1454.0,53,36,0.3208,2023,Q1,0.6792,17
Murang'a,Murang'a Health Centre B,2023-04-01,0.112,1454.0,41,16,0.6098,2023,Q2,0.3902,25
Murang'a,Murang'a Health Centre B,2023-05-01,0.112,1454.0,43,26,0.3953,2023,Q2,0.6047,17
Murang'a,Murang'a Health Centre B,2023-06-01,0.112,1454.0,46,18,0.6087,2023,Q2,0.3913,28
Murang'a,Murang'a Health Centre B,2023-07-01,0.112,1454.0,48,25,0.4792,2023,Q3,0.5208,23
Murang'a,Murang'a Health Centre B,2023-08-01,0.112,1454.0,42,22,0.4762,2023,Q3,0.5238,20
Murang'a,Murang'a Health Centre B,2023-09-01,0.112,1454.0,47,26,0.4468,2023,Q3,0.5532,21
Murang'a,Murang'a Health Centre B,2023-10-01,0.112,1454.0,41,24,0.4146,2023,Q4,0.5854,17
Murang'a,Murang'a Health Centre B,2023-11-01,0.112,1454.0,37,19,0.4865,2023,Q4,0.5135,18
Murang'a,Murang'a Health Centre B,2023-12-01,0.112,1454.0,46,24,0.4783,2023,Q4,0.5217,22
Murang'a,Murang'a Community Dispensary,2022-01-01,0.112,1454.0,61,35,0.4262,2022,Q1,0.5738,26
Murang'a,Murang'a Community Dispensary,2022-02-01,0.112,1454.0,50,19,0.62,2022,Q1,0.38,31
Murang'a,Murang'a Community Dispensary,2022-03-01,0.112,1454.0,58,33,0.431,2022,Q1,0.569,25
Murang'a,Murang'a Community Dispensary,2022-04-01,0.112,1454.0,49,35,0.2857,2022,Q2,0.7143,14
Murang'a,Murang'a Community Dispensary,2022-05-01,0.112,1454.0,46,23,0.5,2022,Q2,0.5,23
Murang'a,Murang'a Community Dispensary,2022-06-01,0.112,1454.0,47,16,0.6596,2022,Q2,0.3404,31
Murang'a,Murang'a Community Dispensary,2022-07-01,0.112,1454.0,36,17,0.5278,2022,Q3,0.4722,19
Murang'a,Murang'a Community Dispensary,2022-08-01,0.112,1454.0,46,17,0.6304,2022,Q3,0.3696,29
Murang'a,Murang'a Community Dispensary,2022-09-01,0.112,1454.0,52,15,0.7115,2022,Q3,0.2885,37
Murang'a,Murang'a Community Dispensary,2022-10-01,0.112,1454.0,44,29,0.3409,2022,Q4,0.6591,15
Murang'a,Murang'a Community Dispensary,2022-11-01,0.112,1454.0,48,22,0.5417,2022,Q4,0.4583,26
Murang'a,Murang'a Community Dispensary,2022-12-01,0.112,1454.0,59,28,0.5254,2022,Q4,0.4746,31
Murang'a,Murang'a Community Dispensary,2023-01-01,0.112,1454.0,48,24,0.5,2023,Q1,0.5,24
Murang'a,Murang'a Community Dispensary,2023-02-01,0.112,1454.0,67,37,0.4478,2023,Q1,0.5522,30
Murang'a,Murang'a Community Dispensary,2023-03-01,0.112,1454.0,48,16,0.6667,2023,Q1,0.3333,32
Murang'a,Murang'a Community Dispensary,2023-04-01,0.112,1454.0,60,33,0.45,2023,Q2,0.55,27
Murang'a,Murang'a Community Dispensary,2023-05-01,0.112,1454.0,47,23,0.5106,2023,Q2,0.4894,24
Murang'a,Murang'a Community Dispensary,2023-06-01,0.112,1454.0,54,21,0.6111,2023,Q2,0.3889,33
Murang'a,Murang'a Community Dispensary,2023-07-01,0.112,1454.0,38,27,0.2895,2023,Q3,0.7105,11
Murang'a,Murang'a Community Dispensary,2023-08-01,0.112,1454.0,42,30,0.2857,2023,Q3,0.7143,12
